timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
9765,-608,64,1008,84,-352,216,-231,221,630,
9785,-2496,-1080,268,8,-676,248,-237,232,628,
9805,20532,6360,-6720,548,1976,428,-218,235,630,
9825,32764,768,-960,292,-5080,-340,-183,225,587,
9845,4768,-4776,1888,-128,2120,-616,-207,202,591,
9865,9124,-1996,4232,-636,1496,156,-171,224,569,
9885,8356,1992,-4224,-108,-2476,20,-187,211,592,
9905,-2156,2464,24,76,-1040,-72,-189,195,592,
9925,-8996,-296,300,16,-1744,0,-196,200,584,
9945,-15108,-116,-2460,-16,-3680,4,-220,212,625,
9965,-18140,228,-1684,-188,-2996,-36,-234,230,630,
9985,-27740,-1172,2460,-596,-2580,376,-240,218,667,
10005,-13520,-744,10132,140,-372,272,-260,234,684,
10025,-3220,280,400,676,1192,-136,-250,250,685,
10045,-180,-340,-1084,452,1540,-560,-251,218,683,
10065,-360,-1568,704,136,2336,-568,-240,218,649,
10085,444,-2404,920,32,1976,-428,-234,207,645,
10105,1160,-1216,-208,4,440,-196,-214,232,640,
10125,568,-156,-424,44,-336,-88,-220,222,625,
10145,320,964,-872,104,424,-64,-245,230,626,
10165,1368,2044,-1340,56,1196,8,-213,207,617,
10185,1648,1476,-2188,-100,-472,-4,-242,215,627,
10205,-4,140,-2424,136,-716,68,-237,212,620,
10225,-1224,-580,-1824,504,140,148,-215,218,628,
10245,-2296,-1088,792,820,1616,224,-213,217,603,
10265,3860,1272,-8840,1600,6100,400,-208,192,595,
10285,32764,4484,12284,-24,-1844,460,-171,204,583,
10305,7048,-952,-3632,-288,-1272,-964,-173,186,575,
10325,6652,-1428,11232,-748,4952,-16,-193,207,554,
10345,11360,464,-4900,84,-3464,108,-198,196,570,
10365,1608,4108,-1836,32,-1616,-16,-206,188,587,
10385,-6672,-144,-244,-12,-1908,-72,-216,216,584,
10405,-14496,-1548,-1708,-20,-3268,-100,-220,188,623,
10425,-16644,-2052,-2212,-164,-3376,-204,-246,192,649,
10445,-24208,-2336,-3152,-436,-2296,124,-245,223,659,
10465,-18444,-3348,11376,-444,-1544,396,-252,213,726,
10485,-6880,-404,4460,-24,972,348,-257,244,689,
10505,-56,788,-2516,-216,2024,-28,-247,229,678,
10525,-492,20,-1304,-384,1980,12,-243,205,664,
10545,-380,-660,-676,-368,1340,-24,-244,201,629,
10565,-360,-656,-808,-332,324,8,-205,215,635,
10585,-444,196,192,-328,-180,140,-235,235,672,
10605,-104,988,-168,-436,276,148,-247,224,638,
